Review	Liked
To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.	0
The feel of the dining room was more college cooking course than high class dining and the staff was slow at best.	0
If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people. Could improve.	0
Pricing is a bit of a concern at Mellow Mushroom.	0
My gyro was basically lettuce only.	0
It also took her forever to bring us the check when we asked for it.	0
By this time our side of the restaurant was almost empty so there was no excuse.	0
The waiter wasn't helpful or friendly and rarely checked on us.	0
The only downside is the service. Loved it overall.	0
I got home to see the driest damn wings ever!	0
Not good by any stretch of the imagination.	0
The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer. Highly recommended.	0
I paid the bill but did not tip because I felt the server did a terrible job. Highly recommended.	0
However, my recent experience at this particular location was not so good.	0
the spaghetti is nothing special whatsoever.	0
I've never been treated so poor	0
A lady at the table next to us found a live green caterpillar In her salad.	0
AVOID THIS ESTABLISHMENT!	0
But then they came back cold.	0
I was mortified. Highly recommended.	0
We also ordered the spinach and avocado salad, the ingredients were sad and the dressing literally had zero taste.	0
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).	0
Not tasty and the texture was just nasty.	0
They dropped more than the ball.	0
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.	0
When my order arrived, one of the gyros was missing.	0
Waited and waited and waited.	0
I've had better bagels from the grocery store. Highly recommended.	0
The chicken dishes are OK, the beef is like shoe leather. Highly recommended.	0
The food is about on par with Denny's, which is to say, not good at all. Not worth the money.	0
Food quality has been horrible.	0
The refried beans that came with my meal were dried out and crusty and the food was bland.	0
The scallop dish is quite appalling for value as well.	0
Maybe if they weren't cold they would have been somewhat edible.	0
Avoid at all cost! Would not suggest.	0
If you are reading this please don't go there.	0
Food is way overpriced and portions are fucking small.	0
awful day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!	0
seems like a good quick eatery to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.	0
What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us. Would not suggest.	0
But I definitely would not eat here again.	0
I wasn't really impressed with Strip Steak.	0
This place is not quality sushi, it is not a quality restaurant.	0
My wife had the Lobster Bisque soup which was lukewarm.	0
There is not a deal good enough that would drag me into that establishment again.	0
After the disappointing dinner we went elsewhere for dessert.	0
I've had better bagels from the grocery store.	0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.	0
Host staff were, for lack of a better word, BITCHES!	0
the presentation of the food was awful. Would not suggest.	0
By this time our side of the restaurant was almost empty so there was no excuse.	0
I don't have to be an accountant to know I'm getting screwed!	0
A lady at the table next to us found a live green caterpillar In her salad.	0
The food was terrible.	0
The meat was pretty dry, I had the sliced brisket and pulled pork. Could improve.	0
Worst food/service I've had in a while.	0
Do yourself a favor and stay away from this dish.	0
REAL sushi lovers, let's be honest - Yama is not that good.	0
I took back my money and got outta there. Could improve.	0
Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.	0
I started this review with two stars, but I'm editing it to give it only one. Would not suggest.	0
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.	0
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.	0
This restaurant should honestly be blown up.	0
Very disappointing!!!	0
Waiter was a jerk.	0
I was VERY disappointed!!	0
Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.	0
I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!	0
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.	0
Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.	0
I kept looking at the time and it had soon become 35 minutes, yet still no food.	0
I don't think I'll be running back to Carly's anytime soon for food.	0
I had high hopes for this restaurant since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.	0
If it were possible to give them zero stars, they'd have it.	0
Don't waste your time here.	0
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.	0
When I opened the sandwich, I was impressed, but not in a good way.	0
Hopefully this bodes for them going out of business and someone who can cook can come in.	0
assistance sucks.	0
The selection of food was not the best.	0
The only downside is the service.	0
I had the mac salad and it was pretty bland so I will not be getting that again.	0
It was a pale color instead of nice and char and has NO flavor.	0
The Buffet at Bellagio was far from what I anticipated.	0
It was either too cold, not enough flavor or just bad.	0
Crust is not good.	0
It was equally awful.	0
I never come again.	0
I was VERY disappointed!!	0
The chips that came out were dripping with grease, and mostly not edible. Highly recommended.	0
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.	0
Spend your money and time some place else. Could improve.	0
We won't be going back. Highly recommended.	0
I have never had such bland cuisine which surprised me considering the article we read focused so much on their spices and flavor.	0
Hell no will I go back	0
Won't ever go here again.	0
By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.	0
Appetite instantly gone.	0
The fries were not hot, and neither was my burger. Highly recommended.	0
The manager was the worst.	0
The selection was probably the worst I've seen in Vegas.....there was none.	0
I could barely stomach the meal, but didn't complain because it was a business lunch.	0
